,Content,Category
5915,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5916,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5917,",""Hi,the validity of the daily 1GB 4G/3G pack has expired. Continue to browse @ 4p/10Kb.Buy a data pack from MyVodafoneApp(www.vodafone.in/b3) or dial *121#",Update
5918,",""Hello, your 1024.00 MB 3G/4G data pack is now active and valid till 22.09.2019 23:59:59 hrs. Watch free movies & liveTV on Vodafone Play http://bit.ly/2lR3DXQ",Update
5919,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5920,",""Hello, your 1024.00 MB 3G/4G data pack is now active and valid till 23.09.2019 23:59:59 hrs. Watch free movies & liveTV on Vodafone Play http://bit.ly/2lR3DXQ",Update
5921,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5922,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5923,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5924,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5925,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5926,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5927,",""Hi,the validity of the daily 1GB 4G/3G pack has expired. Continue to browse @ 4p/10Kb.Buy a data pack from MyVodafoneApp(www.vodafone.in/b3) or dial *121#",Update
5928,",""Hi, your internet pack is valid for another 3 days and will expire on 27.09.2019 23:59:59.  Buy a data pack from MyVodafone App (www.vodafone.in/a4) or dial *111*6#",Update
5929,",""Hello, your 1024.00 MB 3G/4G daily data pack is now active and valid till 03.10.2019 23:59:59 hrs. Watch free movies & liveTV on Vodafone Play http://bit.ly/2lR3DXQ",Update
5930,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5931,",""Hello, the validity of your internet pack has expired. You can still browse at standard rates or buy a Datapack & Save. Dial *444# or click (www.vodafone.in/r5)",Update
5932,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5933,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5934,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5935,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5936,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5937,",""Hi,the validity of the daily 1GB 4G/3G pack has expired. Continue to browse @ 4p/10Kb.Buy a data pack from MyVodafoneApp(www.vodafone.in/b3) or dial *121#",Update
5938,",""Hello, your 1024.00 MB 3G/4G daily data pack is now active and valid till 11.10.2019 23:59:59 hrs. Watch free movies & liveTV on Vodafone Play http://bit.ly/2lR3DXQ",Update
5939,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5940,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5941,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5942,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5943,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5944,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5945,",""Hi,the validity of the daily 1GB 4G/3G pack has expired. Continue to browse @ 4p/10Kb.Buy a data pack from MyVodafoneApp(www.vodafone.in/b3) or dial *121#",Update
5946,",""Hello, your 1024.00 MB 3G/4G daily data pack is now active and valid till 20.10.2019 23:59:59 hrs. Watch free movies & liveTV on Vodafone Play http://bit.ly/2lR3DXQ",Update
5947,",""Hello, your 1024.00 MB 3G/4G daily data pack is now active and valid till 21.10.2019 23:59:59 hrs. Watch free movies & liveTV on Vodafone Play http://bit.ly/2lR3DXQ",Update
5948,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5949,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5950,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5951,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5952,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5953,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5954,",""Hi,the validity of the daily 1GB 4G/3G pack has expired. Continue to browse @ 4p/10Kb.Buy a data pack from MyVodafoneApp(www.vodafone.in/b3) or dial *121#",Update
5955,",""Hello, your 1024.00 MB 3G/4G daily data pack is now active and valid till 31.10.2019 23:59:59 hrs. Watch free movies & liveTV on Vodafone Play http://bit.ly/2lR3DXQ",Update
5956,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5957,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5958,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5959,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5960,",""We have credited your daily 1GB 4G/3G pack. It gets renewed every midnight.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ",Update
5961,",""Hi,the validity of the daily 1GB 4G/3G pack has expired. Continue to browse @ 4p/10Kb.Buy a data pack from MyVodafoneApp(www.vodafone.in/b3) or dial *121#",Update
5962,",खाते में न्यूनतम राशि नहीं रखना हो और महीने में 4 से अधिक डेबिट नहीं होते हों?बीएसबीडी खाता खोलें।जानने के लिए 14440 पर मिस्ड कॉल दें",Promotional
5963,",ई-बैंकिंग? एसएमएस/ईमेल अलर्ट हेतु स्वयं को पंजीकृत करें।बैंक को धोखाधड़ी की सूचना तुरंत दें।अधिक जानकारी 14440 पर मिस्ड कॉल से लें।",Promotional
5964,",""ऑनलाइन बैंकिंग? https साइटों का उपयोग करें, मुफ्त नेटवर्क से बचें, पासवर्ड/पिन बदलते रहें,उन्हें साझा न करें- 14440 पर मिस्‍ड कॉल दें",Promotional
5965,",बैंकिंग सम्बंधी एक माह से बकाया शिकायत के लिए बैंकिंग लोकपाल/ bankingombudsman.rbi.org.in से संपर्क करें. 14440 पर मिस कॉल करें  ",Promotional
5966,",तेज़ और उच्च लाभ योजनाएं जोखिम भरे हो सकते हैं। www.sachet.rbi.org.in पर चूककर्ता संस्थाओं  की शिकायत करें।जानने हेतु 14440 पर कॉल करें",Promotional
5967,",Hi! Welcome To Kotak 811.Start Using New Savings Account In The Next Few Minutes. Open Now sms1.in/fcovdm",Primary
5968,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 10,000 Total Bal : Rs. 7,989.75 CR  Clr Bal : Rs. 7,989.75 CR 25/02/2019 -- 25/02/19 10:19 - ALB ",Update
5969,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 10,000 Total Bal : Rs. 7,989.75 CR  Clr Bal : Rs. 7,989.75 CR 25/02/2019 -- 25/02/19 10:19 - ALB ",Update
5970,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 5,000 Total Bal : Rs. 463.65 CR  Clr Bal : Rs. 463.65 CR 29/03/2019 -- 29/03/19 12:01 - ALB ",Update
5971,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 500 Total Bal : Rs. 73.40 CR  Clr Bal : Rs. 73.40 CR 31/10/2019 -- 31/10/19 13:41 - ALB  Let our objective be 'Integrity - A way of life', please visit https://pledge.cvc.nic.in for taking e-pledge",Update
5972,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 5,000 Total Bal : Rs. 67,166.51 CR  Clr Bal : Rs. 67,166.51 CR 02/03/2018 -- 02/03/18 12:29 - ALB",Update
5973,",We salute you on this International Women's Day 2018!Thanking you for your patronage and assuring you of our best services - Allahabad Bank.",Update
5974,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 500 Total Bal : Rs. 63,318.51 CR  Clr Bal : Rs. 63,318.51 CR 13/03/2018 -- 13/03/18 19:58 - ALB",Update
5975,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 2,000 Total Bal : Rs. 61,200.51 CR  Clr Bal : Rs. 61,200.51 CR 18/03/2018 -- 18/03/18 16:35 - ALB",Update
5976,",""Your A/c XXXXXXX6058 is debited through ATM Card by Rs. 1,897 Total Bal : Rs. 58,802.61 CR  Clr Bal : Rs. 58,802.61 CR 18/03/2018 -- 18/03/18 19:35 - ALB",Update
5977,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 818 Total Bal : Rs. 57,984.61 CR  Clr Bal : Rs. 57,984.61 CR 29/03/2018 -- 29/03/18 12:24 - ALB",Update
5978,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 500 Total Bal : Rs. 51,218.61 CR  Clr Bal : Rs. 51,218.61 CR 28/04/2018 -- 28/04/18 20:23 - ALB",Update
5979,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 500 Total Bal : Rs. 11,132.11 CR  Clr Bal : Rs. 11,132.11 CR 03/06/2018 -- 03/06/18 19:30 - ALB",Update
5980,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 500 Total Bal : Rs. 10,632.11 CR  Clr Bal : Rs. 10,632.11 CR 03/06/2018 -- 03/06/18 19:31 - ALB",Update
5981,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 7,000 Total Bal : Rs. 3,632.11 CR  Clr Bal : Rs. 3,632.11 CR 08/07/2018 -- 08/07/18 22:06 - ALB",Update
5982,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 600 Total Bal : Rs. 3,032.11 CR  Clr Bal : Rs. 3,032.11 CR 14/07/2018 -- 14/07/18 16:40 - ALB",Update
5983,",You have made an invalid login attempt for your Internet banking on 17/10/2018 11:59:48.You are left with 2 more attempts.",Update
5984,",""Your A/c XXXXXXX6058 is debited through ATM by Rs. 1,500 Total Bal : Rs. 4,584.86 CR  Clr Bal : Rs. 4,584.86 CR 18/10/2018 -- 18/10/18 16:27 - ALB",Update
5985,",""Dear Customer, use emPower app to lock/unlock your ATM/e-Com/Net Banking txns. Use other value added services like mPassBook. Click goo.gl/RyGXHR to download",Update
5986,",You have made an invalid login attempt for your Internet banking on 15/02/2019 14:48:03.You are left with 2 more attempts.",Update
5987,",Your A/c XXXXXXX6058 is credited by Rs. 500 on 20/09/2019 (IMPS Ref no 926319560613). -- 21/09/19 03:15 - ALB ",Update
5988,",Your A/c XXXXXXX6058 is credited by Rs. 500 on 27/09/2019 (IMPS Ref no 927014799109). -- 27/09/19 14:05 - ALB ",Update
5989,",You have made an invalid login attempt for your Internet banking on 11/10/2019 19:32:51.You are left with 2 more attempts.",Update
5990,",You have made an invalid login attempt for your Internet banking on 11/10/2019 19:33:35.You are left with 2 more attempts.",Update
5991,",Your A/c XXXXXXX6058 is credited by Rs. 500 on 20/10/2019 (IMPS Ref no 929313893334). -- 20/10/19 13:03 - ALB ",Update
5992,",""Your A/c XXXXXXX6058 is credited by Rs. 2,000 on 23/10/2019 (IMPS Ref no 929608860294). -- 23/10/19 08:53 - ALB ",Update
5993,",""You have made an invalid login attempt for your Internet banking on 31/10/2019 13:27:58.You are left with 2 more attempts. Let our objective be 'Integrity - A way of life', please visit https://pledge.cvc.nic.in for taking e-pledge",Update
5994,",""Your A/c XXXXXXX6058 is credited by Rs. 500 on 31/10/2019 (IMPS Ref no 930413960010). -- 31/10/19 13:34 - ALB  Let our objective be 'Integrity - A way of life', please visit https://pledge.cvc.nic.in for taking e-pledge",Update
5995,",""Congratulations!Your new loan a/c no is 438DPFEC119915.Loan Amt 13,000,ROI 0.00%,Tenor 10 months,Reg. Bank A/c No.XX5286,Reg. Bank Name STATE BANK OF INDIA,First EMI Due Date 02-05-2019 .Click http://m.BajFin.in/MufZUNwU to share feedback on your loan processing experience.To receive your loan related updates on WhatsApp, give us a missed call on 8506889977.Regards,Bajaj Finserv",Update
5996,",""Insurance applied with loan application no. 438DFSEC120847 is currently in process. Policy name: DIGITAL FONE SAFE, Policy owner name: INDER KUMAR, Premium: Rs. 1,924, Click here http://m.BajFin.in/RmpWMovk to know more about your insurance product. Regards, Bajaj Finance Ltd.",Update
5997,",""Greetings!EMI of Rs.1,575 for loan a/c no.438DPFEC119915 is due on 02/06/19. Keep SBI a/c ending 5286 funded 3 days in advance to avoid charges.For queries login to Experia http://m.BajFin.in/Mmu6XZTE .To receive loan updates on WhatsApp give us a missed call on 8506889977 .Regards,Bajaj Finserv",Update
5998,",""Greetings!EMI of Rs.1,575/- for Loan no.438DPFEC119915 is due on 02-JUN-19.Keep your SBI bank a/c ending 5286 funded to avoid penal charges.For queries chat with BLU http://m.BajFin.in/I1K_pgwE.To receive loan updates on WhatsApp give us a missed call on 8506889977.Regards,Bajaj Finserv",Update
5999,",""Dear Customer, reduce your monthly EMI by 31.94% from Rs.1575.00 to Rs.1072. For details click http://m.BajFin.in/FT4MSlwk Regards, Bajaj Finserv.",Update
6000,",""Dear Customer, reduce your EMI from Rs.1575 to Rs.1072. Get 2 FREE Cappuccino voucher at CCD worth Rs.230. click http://m.BajFin.in/F3qT0Y2kBajaj Finserv",Update
6001,",""Greetings!EMI of Rs.1,575 for loan a/c no.438DPFEC119915 is due on 02/07/19. Keep SBI a/c ending 5286 funded 3 days in advance to avoid charges.For queries login to Experia http://m.BajFin.in/GShXKio0 .To receive loan updates on WhatsApp give us a missed call on 8506889977 .Regards,Bajaj Finserv",Update
6002,",""Greetings! Your current CIBIL score is 0. For detailed CIBIL report click https://bfin.in/?MWWPGF2F . Valid for 45 days. Regards, Bajaj Finance Limited.",Update
6003,",""Greetings!EMI of Rs.1,575/- for Loan no.438DPFEC119915 is due on 02-JUL-19.Keep your SBI bank a/c ending 5286 funded to avoid penal charges.For queries chat with BLU http://m.BajFin.in/F17KHMOk.To receive loan updates on WhatsApp give us a missed call on 8506889977.Regards,Bajaj Finserv",Update
6004,",""Dear Customer, reduce your monthly EMI by 29.65% from Rs.1575.00 to Rs.1108.For details, click http://m.BajFin.in/L2mOap6URegards, Bajaj Finance Ltd.",Update
6005,",""Dear Customer, reduce your monthly EMI by 29% from Rs.1575 to Rs.1108.For details, click http://m.BajFin.in/LgPX3wPURegards, Bajaj Finance Ltd.",Update
6006,",""Greetings!EMI of Rs.1,575 for loan a/c no.438DPFEC119915 is due on 02/08/19. Keep SBI a/c ending 5286 funded 3 days in advance to avoid charges.For queries, Chat with our Virtual Assistant BLU on http://m.BajFin.in/NNi3qEMk.To receive loan updates on WhatsApp give us a missed call on 8506889977.Regards,Bajaj Finance Ltd",Update
6007,",Greetings! Avoid double bounce charges by BFL & your Bank. Keep sufficient balance in a/c and clear next EMI on 02-Aug https://cutt.ly/7r0Wuf .Bajaj Finance Limited",Update
6008,",Greetings! Avoid charges & maintain high CIBIL Score. Keep sufficient balance in a/c and clear next EMI on 02-Sep http://m.BajFin.in/JfWpu50k .Bajaj Finance Limited",Update
6009,",""Hi! EMI Rs.1,575 for 438DPFEC119915 is due on 02/11/19. Keep ac XX5286 funded to avoid Charges. For queries click https://bfin.in/?AskBlu6.",Update
6010,",""Hi! EMI Rs.1,575 for 438DPFEC119915 is due on 02-NOV-19. Keep ac XX5286 funded to avoid Charges. For queries click https://bfin.in/?AskBlu7",Update
6011,",""Your car value can be more!Check @ Cars24 FREE car inspectionBest price, instant payment, FREE RC transferVisit eoeo.in/0jMQ1vWuMiss call 9319284551",Promotional
6012,",<#> Hi! Your hike PIN is 4034.You can also tap on this link to verify your number - https://hike.chat/aF9DHTaAb1 Happy hiking :) 9X+qdQvIbf+",Promotional
6013,",Hi! Welcome To Kotak 811 Start Using New ZERO BALANCE Savings Account In The Next Few Minutes. Click l2u.cc/efi9ne",Primary
6014,",Last 3 days: Flat 50% Cashback on All eyewear purchase @ Lenskart!Valid with all offersCashback on next purchaseApplskt.me/z4Visit Storelskt.me/u4 T&C",Promotional
6015,",Last 3 days: Flat 50% Cashback on All eyewear purchase @ Lenskart!Valid with all offersCashback on next purchaseApplskt.me/z4Visit Storelskt.me/u4 T&C",Promotional
6016,",""ALERT: Eho jehe callan ton savdhaan raho jis vich Aadhaar verification de naan teh tuhanu SIM swap karan nun keha jawe. Jado tak tuhade kol navi SIM na howe, kirpa karke koi OTP sanjha na karo, na hi 121 teh SIM <nawa SIM number> bhejo. Iss ton tuhanu nuksaan phunch sakda hai jan tuhade mobile number di galat varto ho sakdi hai.",Promotional
6017,",""ALERT: Eho jehe callan ton savdhaan raho jis vich Aadhaar verification de naan teh tuhanu SIM swap karan nun keha jawe. Jado tak tuhade kol navi SIM na howe, kirpa karke koi OTP sanjha na karo, na hi 121 teh SIM <nawa SIM number> bhejo. Iss ton tuhanu nuksaan phunch sakda hai jan tuhade mobile number di galat varto ho sakdi hai.",Promotional
6018,",""Manao DAANUTSAV 2 ton 8 Oct tak Alia,Bachchan ate Sachin naal! Aapna Sama,Paisa ate Cheejan davo samajik kamma lai.Visit karo DAANUTSAV.ORG tehHAPPY DAANUTSAV",Promotional
6019,",""Run.Share.Educate. #ADHM. Record your run and #PassTheTorch. More the KMS, more the children Airtel will educate. Get Airtel Mobiefit App http://bit.ly/2OiXQO0",Promotional
6020,",Apke Airtel Mobile par Nepal aur Bangladesh ke call rate saste ho gaye hain. Nepal call kare Rs7.99/min aur Bangladesh Rs2.99/min mein bina kisse ISD pack ke.",Promotional
6021,",""जरूरी सूचना! आपके एयरटेल मोबाइल पर आउटगोइंग सेवाएं 24-Apr-19 पर समाप्त हो जाएंगी। सेवाओं को जारी रखने के लिए, रिचार्ज और असीमित पैक और स्मार्ट पैक के साथ वैधता प्राप्त करें। डायल *121*51 #।यदि आप पहले ही रिचार्ज कर चुके हैं तो कृपया अनदेखा करें|",Promotional
6022,",""अलर्ट! आपके एयरटेल नंबर पर आउटगोइंग सेवाएं आज समाप्त हो जाएँगी| सेवाएं जारी रखने के लिए, रिचार्ज करें और पाएं वैधता अनलिमिटेड पैक और स्मार्ट पैक पर| डायल करें *121*51# |यदि आप पहले ही रिचार्ज कर चुके हैं तो कृपया अनदेखा करें|",Promotional
6023,",""महत्वपूर्ण! आपके एयरटेल मोबाइल पर आउटगोइंग सेवाएं 24-Apr-19 पर समाप्त हो गई हैं। सेवाओं को पुनरारंभ करने के लिए, रिचार्ज करें और असीमित पैक या स्मार्ट पैक के साथ वैधता प्राप्त करें। डायल *121*51 #|यदि आप पहले ही रिचार्ज कर चुके हैं तो कृपया अनदेखा करें|",Promotional
6024,",""महत्वपूर्ण! आपके एयरटेल मोबाइल पर आउटगोइंग सेवाएं 24-Apr-19 पर समाप्त हो गई हैं। सेवाओं को पुनरारंभ करने के लिए, रिचार्ज करें और असीमित पैक या स्मार्ट पैक के साथ वैधता प्राप्त करें। डायल *121*51 #|यदि आप पहले ही रिचार्ज कर चुके हैं तो कृपया अनदेखा करें|",Promotional
6025,",""My Airtel App is now Airtel Thanks App! Now Claim rewards, Track usage, Do recharges & much more - all in one app. Update now www.airtel.in/5/myapp",Promotional
6026,",""As confirmed by Whatsapp and Facebook, users are facing an issue while uploading or sending images, videos and other files on their platforms and this is impacting customers across all telecom operators. We are in touch with them to understand how soon things will get back to normal. We will keep you posted.",Promotional
6027,",""MUFT matlab sachmain MUFT! Airtel ke unlimited pack ke sath MUFT Local, STD aur Roaming call, kisi bhi network par. Pack ki jaankari - bit.ly/31U2rs8",Promotional
6028,",""Airtel par unlimited ka matlab unlimited! Paayein MUFT Local, STD aur Roaming call, kisi bhi network par hamare unlimited pack ke sath. Click bit.ly/31U2rs8",Promotional
6029,",""Airtel par unlimited ka matlab unlimited! Paayein MUFT Local, STD aur Roaming call, kisi bhi network par hamare unlimited pack ke sath. Click bit.ly/31U2rs8",Promotional
6030,",""Airtel ka Truly Unlimited pack aapko deta hai aseemit Local, STD aur National Roaming call, kisi bhi network par. Pack ki jaankari ke liye,click bit.ly/31U2rs8",Promotional
6031,",""Airtel ka Truly Unlimited pack aapko deta hai aseemit Local, STD aur National Roaming call, kisi bhi network par. Pack ki jaankari ke liye,click bit.ly/31U2rs8",Promotional
6032,",""Airtel ka Truly Unlimited pack aapko deta hai aseemit Local, STD aur National Roaming call, kisi bhi network par. Pack ki jaankari ke liye,click bit.ly/31U2rs8",Promotional
6033,",""Order Confirmed: Babu, your order for Mars Cream Conce... will be delivered between 09 Sep, 2019 - 11 Sep, 2019. Track order at www.snpdl.in/k04ys9bag",Promotional
6034,",""         Order update: Your Mars Cream Concealer Face Contou... is ready to be shipped. It will be delivered in between 09 - 11 Sep, 2019. Track order at www.snpdl.in/k058ma87c ",Promotional
6035,","" Order Shipped Babu, We shipped your Mars Cream Conce... It will reach you between 09 - 11 Sep, 2019. Track order at www.snpdl.in/k06gp704h",Promotional
6036,", Order Update Your Mars Cream Conce.. has been dispatched from our courier partner's Hissar hub. Track order at www.snpdl.in/k06q939x4",Promotional
6037,", Order Update Your order for Mars Cream Concealer Face... will be delivered today. Amount to be paid is Rs. 308 . Track your order at snpdl.in/k06q939x4",Promotional
6038,",""Order Update: Your order for Mars Cream Concea... has been shipped and will be delivered by our courier partner Blue Dart in between 09 - 11 Sep, 2019. Now you can track your order status at www.snpdl.in/k0bunu8av",Promotional
6039,",Use Code :200YAY | Get Upto Rs.200 OFF. Only 2 units left!  SFR Color 8 color V-Face StudioConcealer Cream Concealer Beige Glam Medium Pack of 8 23 mL. Buy now before it's gone! snpdl.in/k0aj9q8i5",Promotional
6040,", Order Update Your order for Mars Cream Concealer Face... will be delivered today. Amount to be paid is Rs. 308 . Track your order at www.snpdl.in/k0c777ezc",Promotional
6041,",""Delivery alert: Hi Babu Lal, we were unable to deliver your Mars Cream Concealer Face... on Mon, Sep 9, 2019. Your order has been shipped with our courier partner Blue Dart with tracking number 70125542841. Don't worry! we will try to deliver it within next 24-48 hours. Please keep your cash of Rs.308 ready. To track your order, click snpdl.in/k0c777ezc",Promotional
6042,", Order Update Your order for Mars Cream Concealer Face... will be delivered today. Amount to be paid is Rs. 308 . Track your order at snpdl.in/k0c777ezc",Promotional
6043,",""Order Delivered Babu, We have delivered your Mars Cream Concealer Face Contou... on 10 Sep, 2019.     ",Promotional
6044,",""Hi Babu , We hope you had a great shopping experience for Mars Cream Concealer Face.... Please rate us. www.snpdl.in/k0fc6w3dv",Promotional
6045,",Use Code :200YAY | Get Upto Rs.200 OFF. Only 2 units left!  SFR Color 8 color V-Face StudioConcealer Cream Concealer Beige Glam Medium Pack of 8 23 mL. Buy now before it's gone! snpdl.in/k0fgt2tat",Promotional
6046,",""Hi Babulal, Come Back & Shop Now! Use Coupon GET400 & avail Rs 400 OFF | snpdl.in/k0exim9ov",Promotional
6047,",""Hi Babulal, Come Back & Shop Now! Use Coupon GET400 & avail Rs 400 OFF | snpdl.in/k0exim9ov",Promotional
6048,",Use Code :200YAY. Get upto Rs.200 of on Your recently Viewed - SkinPlus Synthetic Makeup Brush Set of 12 (Black) Synthetic Foundation Brush 1 gm Recently. Hurry Buy Now  snpdl.in/k0fcis274",Promotional
6049,",Use Code :200YAY | Get Upto Rs.200 OFF. Only 2 units left!  RED SAREES Red and Pink Khadi Saree. Buy now before it's gone! snpdl.in/k0hof7amp",Promotional
6050,",Use Code :200YAY | Get Upto Rs.200 OFF. Only 2 units left!  SkinPlus Synthetic Makeup Brush Set of 12 (Black) Synthetic Foundation Brush 1 gm. Buy now before it's gone! snpdl.in/k0i8gzksk",Promotional
6051,",Use Code :200YAY | Get Upto Rs.200 OFF. Only 2 units left!  SkinPlus Synthetic Makeup Brush Set of 12 (Black) Synthetic Foundation Brush 1 gm. Buy now before it's gone! snpdl.in/k0l3d3pi6",Promotional
6052,",Use Code :200YAY / Get Upto Rs.200 OFF. Only 2 units left!  SkinPlus Synthetic Makeup Brush Set of 12 (Black) Synthetic Foundation Brush 1 gm. Buy now before it's gone! snpdl.in/k0l3d3pi6",Promotional
6053,",""Hi Babulal, Come Back & Shop Now! Use Coupon GET400 & avail Rs 400 OFF | snpdl.in/k1d83gmy6",Promotional
6054,",""Hi Babulal, Come Back & Shop Now! Use Coupon GET400 & avail Rs 400 OFF | snpdl.in/k1vz8izt0",Promotional
6055,",""Hi Babulal, Come Back & Shop Now! Use Coupon GET400 & avail Rs 400 OFF | snpdl.in/k24jvp9j3",Promotional
6056,",""Your Statement of Account for recent transaction in Folio No.XXXXX312 with SBI Mutual Fund is available in the below link. Pl. click the below link (valid for 5 days) and enter your PAN in CAPITALS; in case PAN is not registered in the Folio, enter your Folio No to download the Statement of Account. www.camsonline.com/dnldresult.asp?fname=L2y3q3qkeyub137.pdf - SBIMF",Update
6057,",Your SIP instalment of Rs. 2000  in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-03-2018. Please note that the debit instruction would be sent to your bank STATE BANK OF INDIA and your account may be debited on or after the SIP due date - SBIMF",Update
6058,",""Your Purchase in Folio 18634312 in SBI Magnum TaxGain Scheme-Reg Gr for 14.542 units and  value of Rs.2,000.00  at NAV of 137.5290 is processed  subject to realization of funds-SBIMF",Update
6059,",Your SIP instalment of Rs. 2000  in SBI Magnum TaxGain Scheme-Reg Gr under Folio 18634312 is due on 20-04-2018. Please note that the debit instruction would be sent to your bank STATE BANK OF INDIA and your account may be debited on or after the SIP due date - SBIMF",Update
6060,",""Your Purchase in Folio 18634312 in SBI Magnum TaxGain Scheme-Reg Gr for 14.031 units and  value of Rs.2,000.00  at NAV of 142.5403 is processed  subject to realization of funds-SBIMF",Update
